nombre-activo,nombre-marca,presentacion,registro-sanitario
ACETAMINOFEN-CLORFENIRAMINA,SINUTIL,60 mg - 0.75 mg /mL SOLUCION GOTAS,E.F.30.135
ACETAMINOFEN-CLORFENIRAMINA,CORICIDIN FORT,4 mg - 500 mg CAPSULAS,E.F.29.948
ACETAMINOFEN-CLORFENIRAMINA,CLORACE,500 mg/4 mg TABLETAS,E.F.29.690
ACETAMINOFEN-CLORFENIRAMINA,TERAGRIPEM,500 mg - 3 mg TABLETAS RECUBIERTAS,E.F.29.689
ACETAMINOFEN-CLORFENIRAMINA,TERAGRIPEM,500 mg - 3 mg /10 g GRANULADO,E.F.29.545
ACETAMINOFEN-CLORFENIRAMINA,CLORACE,125 - 0.5 mg / 5 ml JARABE,E.F.29.314
ACETAMINOFEN-CLORFENIRAMINA,TERAGRIP,GRANULADO PEDIATRICO,E.F.28.231
ACETAMINOFEN-CLORFENIRAMINA,TERAGRIP,JARABE PEDIATRICO,E.F.28.216
ACETAMINOFEN-CLORFENIRAMINA,CORILIN INFANTIL,80 mg - 0.5 mg/ml SOLUCIÓN GOTAS,E.F.26.769
ACETAMINOFEN-CLORFENIRAMINA-FENILEFRINA,NIPE FORTE,650 mg - 4 mg - 10 mg COMPRIMIDOS RECUBIERTOS,E.F.41.494
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,ACETAMINOFEN-CLOFENIRAMINA-PSEUDOEFEDRINA,CAPSULAS,E.F.G.38.107
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,ALIVETFORTE,650 mg - 4 mg - 30 mg GRANULADO LIBRE DE AZUCAR,E.F.39.016
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,NIPE PLUS,COMPRIMIDOS RECUBIERTOS,E.F.37.513
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,ALIVETFORTE,COMPRIMIDOS RECUBIERTOS,E.F.36.708
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,HISTAGRIP FORTE,TABLETAS RECUBIERTAS,E.F.36.327
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,NIPE PLUS,GRANULADO PARA SUSPENSIÓN SABOR FRUTAS TROPICALES,E.F.35.202
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,TERAGRIP D,TABLETAS RECUBIERTAS,E.F.33.747
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,TERAGRIP D,GRANULADO PARA SOLUCION ORAL,E.F.33.710
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,ALIVETFORTE,SABOR A ALIMON,E.F.33.127
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,ATAMEL GRIP,GRANULADO SABOR A LIMON,E.F.32.383
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,THERAFLU,GRANULADO,E.F.30.294
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,TERAGRIP PLUS,500 mg - 30 mg - 2 mg TABLETAS RECUBIERTAS,E.F.29.978
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,TERAGRIP PLUS,500 - 2-30 mg/15 g granulado,E.F.29.475
ACETAMINOFEN-CLORFENIRAMINA-PSEUDOEFEDRINA,SINUTABPLUS,GRANULADO SABOR A LIMON,E.F.29.148
ACETAMINOFEN-CLORFERINAMINA,NIPE,100 mg - 0.25 mg / mL SOLUCION ORAL GOTAS,E.F.39.909
ACETAMINOFEN-CODEINA,ATAMELCO,500 mg - 25 mg TABLETAS,E.F.26.529
ACETAMINOFEN-CODEINA,ACUTEN,500 mg - 25 mg TABLETAS,E.F.23.522
ACETAMINOFEN-DEXTROCLORFENIRAMINA,FEBRILIX GRIP,100 mg - 0.50 mg / mL SOLUCION,E.F.41.667
ACETAMINOFEN-DEXTROCLORFENIRAMINA,FEBRILIX GRIP,500 mg - 2 mg TABLETAS RECUBIERTAS,E.F.33.430
ACETAMINOFEN-DEXTROMETORFANO-FENILEFRINA,ROBITUSSINGRIP,TABLETAS RECUBIERTAS,E.F.39.766
ACETAMINOFEN-DEXTROMETORFANO-FENILEFRINA,THERAFLU GT,GRANULADO PARA SOLUCIÓN ORAL,E.F.39.761
ACETAMINOFEN-DEXTROMETORFANO-FENILEFRINA,THERAFLU MS,COMPRIMIDOS RECUBIERTOS,E.F.38.097
ACETAMINOFEN-DEXTROMETORFANO-FENILEFRINA-CLORFENIRAMINA,ALIVETFA FORTE,COMPRIMIDOS RECUBIERTOS,E.F.41.701
ACETAMINOFEN-DEXTROMETORFANO-FENILEFRINA-CLORFENIRAMINA,PANADOL GRIP,TABLETAS,E.F.40.486
ACETAMINOFEN-FENILEFRINA,THERAFLU SINUS,325 mg - 5 mg COMPRIMIDOS RECUBIERTOS,E.F.38.099
ACETAMINOFEN-FENIRAMINA MALEATO,TEMPRAGRIP,GRANULADO,E.F.33.351
ACETAMINOFEN-HIOSCINA N-BUTIL BROMURO,BUSCAPINA PLUS,2 mg - 100 mg / mL SOLUCIÒN ORAL,E.F.41.553
ACETAMINOFEN-HIOSCINA N-BUTIL BROMURO,PROSERPINA,10 mg - 500 mg COMPRIMIDO RECUBIERTO,E.F.41.128
ACETAMINOFEN-HIOSCINA N-BUTIL BROMURO,ATROVERAN PLUS,10 mg - 500 mg COMPRIMIDOS RECUBIERTOS,E.F.39.684
ACETAMINOFEN-HIOSCINA N-BUTIL BROMURO,NORSINA,500 mg - 10 mg TABLETAS,E.F.35.872
ACETAMINOFEN-HIOSCINA N-BUTIL BROMURO,ANALPER PLUS,500 mg - 10 mg TABLETAS RECUBIERTAS,E.F.35.424
ACETAMINOFEN-HIOSCINA N-BUTIL BROMURO,BUSCAPINA PLUS,10 mg - 500 mg COMPRIMIDOS RECUBIERTOS,E.F.25.308
ACETAMINOFEN-LORATADINA-PSEUDOEFEDRINA,BROXOLGRIP PLUS,TABLETAS RECUBIERTAS,E.F.38.940
ACETAMINOFEN-LORATADINA-PSEUDOEFEDRINA,CLARIGRIP,2.5 mg - 60 mg - 500 mg COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLO,E.F.31.741
ACETAMINOFEN-LORATADINA-PSEUDOEFEDRINA,CLARIFLU,2.5 mg - 60 mg - 500 mg COMPRIMIDOS RECUBIERTOS DE LIBERACION P,E.F.31.740
ACETAMINOFEN-ORFENADRINA,NORGESIC,35 mg - 450 mg TABLETAS,E.F.14.458
ACETAMINOFEN-PSEUDOEFEDRINA,TERAGRIPFORTE DIA,650 mg - 30 mg TABLETAS RECUBIERTAS,E.F.34.030
ACETAMINOFEN-PSEUDOEFEDRINA,TERAGRIPFORTE DIA,650 mg 30 mg GRANULADO PARA SOLUCION ORAL,E.F.34.029
ACETAMINOFEN-PSEUDOEFEDRINA,TERAGRIP DIA,GRANULADO,E.F.33.313
ACETAMINOFEN-PSEUDOEFEDRINA,SINUTAB NS,500 mg - 30 mg TABLETAS,E.F.27.844
ACETAMINOFEN-TRAMADOL CLORHIDRATO,ACETAMINOFEN-TRAMADOL,325 mg - 37.5 mg COMPRIMIDOS,E.F.G.39.115
ACETAMINOFEN-TRAMADOL CLORHIDRATO,ACETAMINOFEN-TRAMADOL,325 mg - 37.5 mg TABLETAS RECUBIERTAS,E.F.G.38.729
ACETAMINOFEN-TRAMADOL CLORHIDRATO,TRADOL PLUS,325 mg - 37.5 mg COMPRIMIDOS,E.F.40.717
ACETAMINOFEN-TRAMADOL CLORHIDRATO,TRACEVAL,500 mg - 50 mg TABLETAS,E.F.40.295
ACETAMINOFEN-TRAMADOL CLORHIDRATO,PARASPENT,325 mg - 37.5 mg TABLETAS RECUBIERTAS,E.F.40.236
ACETAMINOFEN-TRAMADOL CLORHIDRATO,XICAM,325 mg - 37.5 mg TABLETAS RECUBIERTAS,E.F.39.187
ACETAMINOFEN-TRAMADOL CLORHIDRATO,AGURIN TRAM,37.50 mg - 325 mg COMPRIMIDOS,E.F.36.349
ACETAMINOFEN-TRAMADOL CLORHIDRATO,ZALDIAR,37.5 mg - 325 mg COMPRIMIDO RECUBIERTO,E.F.33.445
ACETATO DE CETRORELIX,CETROTIDE,0.25 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.33.541
ACETATO DE GLATIRAMER,COPAXONE,20 mg/mL SOLUCIÓN INYECTABLE,E.F.38.168
ACETATO DE LANREOTIDA,SOMATULINE AUTOGEL,120 mg / 0.5 mL SOLUCION INYECTABLE DE LIBERACION P,E.F.38.647
ACETATO DE LANREOTIDA,SOMATULINE AUTOGEL,90 mg / 0.3 mL SOLUCION INYECTABLE DE LIBERACION PR,E.F.38.646
ACETATO DE LANREOTIDA,SOMATULINE AUTOGEL,60 mg / 0.3 mL SOLUCION INYECTABLE DE LIBERACION PROLONGADA,E.F.38.645
ACETATO DE LEUPROLIDA,ELIGARD,22.5 mg POLVO LIOFILIZADO PARA SUSP INYECTABLE DE LIBERACIÓN PROLONGADA,E.F.39.863
ACETATO DE LEUPROLIDA,LUPRON DEPOT,30 mg / ml POLVO LIOFILIZADO P/SUS. INY.,E.F.38.818
ACETATO DE LEUPROLIDA,LUPRON DEPOT,11.25 mg/ml POLVO LIOFILIZADO PARA SUSPENSION INYECTABLE,E.F.30.395
ACETATO DE LEUPROLIDA,LUPRON DEPOT,3.75 mg/ml POLVO ESTERIL PARA SUSPENSION,E.F.26.564
ACETATO DE LEUPROLIDA,LUPRON,5 mg/ml SOLUCION INYECTABLE,E.F.25.494
ACETAZOLAMIDA,ACETAZOLAMIDA,250 mg TABLETAS,E.F.G.39.787
ACETAZOLAMIDA,ACETAZOLAMIDA,250 mg TABLETAS,E.F.G.34.148
ACETAZOLAMIDA,ACETAB,250 mg TABLETAS,E.F.36.867
ACETONIDA DE TRIAMCINOLONA,ACETONIDO DE TRIAMCINOLONA,0.1 % CREMA,E.F.G.34.283
ACETONIDA DE TRIAMCINOLONA,KENACORT,40 mg / ml SUSPENSION INYECTABLE,E.F.14.892
ACETONIDO DE FLUOCINOLONA,BRATOFIL,UNGUENTO,E.F.21.285
ACETONIDO DE FLUOCINOLONA-CIPROFLOXACINA,CETRAXAL PLUS,0.3 %-0.025 % SOLUCIÓN ÓTICA,E.F.41.497
ACETONIDO DE FLUOCINOLONA-NEOMICINA SULFATO,BRATOFIL,UNGUENTO CON NEOMICINA,E.F.21.286
ACICLOVIR,ACICLOVIR,200 mg TABLETAS,E.F.G.40.765
ACICLOVIR,ACICLOVIR,250 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE INTRAVENOSA,E.F.G.40.581
ACICLOVIR,ACICLOVIR,200 mg TABLETAS,E.F.G.38.576
ACICLOVIR,ACICLOVIR,200 mg TABLETAS,E.F.G.38.113
ACICLOVIR,ACICLOVIR,800 mg TABLETAS,E.F.G.37.089
ACICLOVIR,ACICLOVIR,5 % CREMA,E.F.G.36.209
ACICLOVIR,ACICLOVIR,100 mg / 5 ml POLVO PARA SUSPENSIÓN ORAL,E.F.G.35.690
ACICLOVIR,ACICLOVIR,200 mg TABLETAS,E.F.G.35.437
ACICLOVIR,ACICLOVIR,5 % UNGÜENTO,E.F.G.34.180
ACICLOVIR,ACICLOVIR,200 mg TABLETAS,E.F.G.34.096
ACICLOVIR,ACICLOVIR,200 mg TABLETAS,E.F.G.32.923
ACICLOVIR,ACICLOVIR,200 mg TABLETAS,E.F.G.29.941
ACICLOVIR,ACICLOVIR,5 % CREMA,E.F.G.29.933
ACICLOVIR,ACICLOVIR,5 % CREMA,E.F.G.26.350
ACICLOVIR,ACICLOVIR,5 % CREMA,E.F.G.26.296
ACICLOVIR,ACICLOVIR,200 mg TABLETAS,E.F.G.26.178
ACICLOVIR,ACICLOVIR,50 mg CREMA TOPICA,E.F.G.26.070
ACICLOVIR,ACICLOVIR,200 mg COMPRIMIDOS,E.F.G.24.958
ACICLOVIR,VARPLEX,250 mg POLVO PARA SOLUCION INYECTABLE I.V.,E.F.40.431
ACICLOVIR,ACLOVIRQ,5 % CREMA TOPICA,E.F.38.904
ACICLOVIR,CLORYVIL,400 mg COMPRIMIDOS,E.F.37.948
ACICLOVIR,ACICLOSINA,5 % CREMA,E.F.37.890
ACICLOVIR,HERPICLOR,250 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.31.482
ACICLOVIR,ACICLOR,1 g COMPRIMIDOS A.P.,E.F.31.082
ACICLOVIR,VIRULAX,250 mg POLVO PARA INFUSION INTRAVENOSA,E.F.31.049
ACICLOVIR,ACICLOR,200 mg/5 ml POLVO PARA SUSPENSION ORAL,E.F.28.634
ACICLOVIR,ACICLOVIR,200 mg COMPRIMIDOS,E.F.25.983
ACICLOVIR,ACICLOR,400 mg COMPRIMIDOS,E.F.25.569
ACICLOVIR,ACICLOR,3 % POMADA OFTALMICA,E.F.24.240
ACICLOVIR,ACICLOR,200 mg COMPRIMIDOS,E.F.24.210
ACICLOVIR,ACICLOR,5 % CREMA,E.F.24.209
ACIDO ACETICO,GINESAL,0.25 % SOLUCIÓN DUCHA VAGINAL,E.F.38.665
ACIDO ACETICO,DUVAGIN,0.250 g / 100 ml DUCHA VAGINAL,E.F.29.467
ACIDO ACETICO,FEM DUCHA VAGINAL,,E.F.28.667
ACIDO ACETICO,GYNOVIT,SOLUCION DUCHA VAGINAL,E.F.27.231
ACIDO ACETICO,SAXACID,SOLUCION VAGINAL,E.F.22.186
ACIDO ACETICO-ACIDO LACTICO-ACIDO SALICILICO,KAYIVIS,GEL,E.F.24.170
ACIDO ACETILSALICILICO,ACIDO ACETILSALICILICO,81 mg COMPRIMIDOS ENTERICOS,E.F.G.37.056
ACIDO ACETILSALICILICO,ACIDO ACETILSALICILICO,81 mg TABLETAS CUBIERTAS ENTERICAS,E.F.G.36.706
ACIDO ACETILSALICILICO,ACIDO ACETIL SALICILICO,81 mg TABLETAS CON CUBIERTA ENTERICA,E.F.G.34.553
ACIDO ACETILSALICILICO,ACETIL SALICILICO,100 mg COMPRIMIDOS,E.F.G.32.986
ACIDO ACETILSALICILICO,ACIDO ACETIL SALICILICO,100 mg COMPRIMIDOS,E.F.G.28.776
ACIDO ACETILSALICILICO,ALKA SELTZER,TABLETAS EFERVESCENTES,E.F.9.014
ACIDO ACETILSALICILICO,BIOASA,81 mg COMPRIMIDOS ENTERICOS,E.F.40.372
ACIDO ACETILSALICILICO,ASPICAL,81 mg TABLETAS ENTERICAS,E.F.40.225
ACIDO ACETILSALICILICO,CORACETIL,81 mg TABLETAS CON CUBIERTA ENTERICA,E.F.39.166
ACIDO ACETILSALICILICO,ASPIALFA,81 mg TABLETAS CON CUBIERTA ENTÉRICA,E.F.39.165
ACIDO ACETILSALICILICO,ASPRAMI,81 mg COMPRIMIDOS ENTERICOS,E.F.39.087
ACIDO ACETILSALICILICO,ASPRINIL,81 mg TABLETAS CON CUBIERTA ENTERICA,E.F.38.676
ACIDO ACETILSALICILICO,ASPICOR,81 mg COMPRIMIDOS RECUBIERTOS,E.F.37.071
ACIDO ACETILSALICILICO,CORACETIL,100 mg TABLETAS RECUBIERTAS ENTERICAS,E.F.36.947
ACIDO ACETILSALICILICO,CARDIALOX,81 mg TABLETAS ENTERICAS,E.F.36.763
ACIDO ACETILSALICILICO,ALUPIRINA,81 mg TABLETAS CON CUBIERTA ENTÉRICA,E.F.35.293
ACIDO ACETILSALICILICO,ASPICOR,100 mg COMPRIMIDOS,E.F.34.784
ACIDO ACETILSALICILICO,AZA,100 mg TABLETAS,E.F.34.216
ACIDO ACETILSALICILICO,AZACARD,81 mg TABLETAS RECUBIERTAS ENTERICAS,E.F.33.685
ACIDO ACETILSALICILICO,ASAWIN,100 mg TABLETAS,E.F.33.283
ACIDO ACETILSALICILICO,BIOASPIR,100 mg TABLETAS,E.F.33.150
ACIDO ACETILSALICILICO,ASPIRINA BAYER,100 mg TABLETAS,E.F.32.577
ACIDO ACETILSALICILICO,CARDIPIRINA,80 mg CAPSULAS MICROGRANULOS DE LIBERACION RETARDADA,E.F.31.896
ACIDO ACETILSALICILICO,CORASPIRINA,81 mg TABLETAS CON CUBIERTA ENTERICA,E.F.31.523
ACIDO ACETILSALICILICO,ASPIRINA BAYER,500 mg TABLETAS,E.F.1.129
ACIDO ACETILSALICILICO-CAFEINA-CODEINA,DOLVIRAN,COMPRIMIDOS,E.F.17.469
ACIDO ACETILSALICILICO-METOCARBAMOL,ROBAXISAL,400 mg - 325 mg TABLETAS,E.F.16.551
ACIDO ALENDRONICO,ACIDO ALENDRONICO,70 mg TABLETAS,E.F.G.40.009
ACIDO ALENDRONICO,ACIDO ALENDRONICO,70 mg TABLETAS RECUBIERTAS,E.F.G.36.361
ACIDO ALENDRONICO,ACIDO ALENDRONICO,70 mg COMPRIMIDOS,E.F.G.36.270
ACIDO ALENDRONICO,ÁCIDO ALENDRONICO,70 mg TABLETAS,E.F.G.35.453
ACIDO ALENDRONICO,ALENDRONATO,10 mg TABLETAS,E.F.G.33.894
ACIDO ALENDRONICO,ACIDO ALENDRONICO,70 mg TABLETAS,E.F.G.33.564
ACIDO ALENDRONICO,ALENDRONATO SODICO,70 mg TABLETAS,E.F.G.32.852
ACIDO ALENDRONICO,ALENDRONATO SODICO,70 mg COMPRIMIDOS,E.F.G.32.131
ACIDO ALENDRONICO,ALENDRON,70 mg COMPRIMIDOS,E.F.36.282
ACIDO ALENDRONICO,OSTEOMAX,70 mg TABLETA,E.F.33.831
ACIDO ALENDRONICO,OSTEODUR,70 mg CAPSULA BLANDA,E.F.33.752
ACIDO ALENDRONICO,OSTEODUR,70 mg TABLETA,E.F.33.297
ACIDO ALENDRONICO,DEFIXAL,35 mg COMPRIMIDOS,E.F.33.202
ACIDO ALENDRONICO,POROSAL,70 mg TABLETAS,E.F.32.964
ACIDO ALENDRONICO,DEFIXAL,70 mg COMPRIMIDOS,E.F.31.794
ACIDO ALENDRONICO,FOSAMAX,70 mg COMPRIMIDOS,E.F.31.286
ACIDO ALENDRÓNICO,ALDENZ,70 mg TABLETAS,E.F.41.062
ACIDO ALENDRONICO-VITAMINA D3,LENDRONAT,70 mg - 2800 UI COMPRIMIDOS,E.F.38.498
ACIDO ALENDRONICO-VITAMINA D3,ALENDRONATO SODICO-VITAMINA D3,70 mg - 2800 UI TABLETAS RECUBIERTAS,E.F.38.306
ACIDO ALENDRONICO-VITAMINA D3,FOSAMAX PLUS,70 mg - 2800 U.I. TABLETAS,E.F.35.244
ACIDO ASCORBICO,VITAMINA C,500 mg CÁPSULAS BLANDAS,E.F.G.41.373
ACIDO ASCORBICO,VITAMINA C,500 mg TABLETAS,E.F.G.38.809
ACIDO ASCORBICO,VITAMINA C,500 mg / 5 mL SOLUCIÓN INYECTABLE,E.F.G.38.706
ACIDO ASCORBICO,VITAMINA C,50 mg/5 ml JARABE,E.F.G.36.008
ACIDO ASCORBICO,VITAMINA C,500 mg TABLETAS MASTICABLES SABOR A CHICLE,E.F.G.35.596
ACIDO ASCORBICO,VITAMINA C,500 mg TABLETAS MASTICABLES SABOR A NARANJA,E.F.G.35.477
ACIDO ASCORBICO,VITAMINA C,1000 mg TABLETAS,E.F.G.34.612
ACIDO ASCORBICO,VITAMINA C,500 mg TABLETAS,E.F.G.34.518
ACIDO ASCORBICO,VITAMINA C,1.000 mg TABLETAS,E.F.G.34.497
ACIDO ASCORBICO,VITAMINA C,50 mg/ml JARABE VITREXON,E.F.G.34.244
ACIDO ASCORBICO,VITAMINA C,500 mg TABLETAS,E.F.G.34.222
ACIDO ASCORBICO,VITAMINA C,500 mg TABLETAS MASTICABLES (FRESA),E.F.G.33.524
ACIDO ASCORBICO,VITAMINA C,500 mg TABLETAS MASTICABLES SABOR A MANDARINA,E.F.G.33.471
ACIDO ASCORBICO,VITAMINA C,500 mg TABLETAS MASTICABLES,E.F.G.33.470
ACIDO ASCORBICO,VITAMINA C,500 mg TABLETAS MASTICABLES SABOR A PIÑA,E.F.G.33.334
ACIDO ASCORBICO,VITAMINA C,500 mg TABLETAS MASTICABLES SABOR A NARANJA,E.F.G.33.332
ACIDO ASCORBICO,VITAMINA C,100 mg / ml SOLUCION INYECTABLE,E.F.G.33.317
ACIDO ASCORBICO,VITAMINA C,100 mg/ 5 ml JARABE,E.F.G.32.643
ACIDO ASCORBICO,VITAMINA C,500 mg CAPSULAS BLANDAS,E.F.G.32.591
ACIDO ASCORBICO,ACIDO ASCORBICO,100 mg/ml SOLUCION INYECTABLE,E.F.G.31.137
ACIDO ASCORBICO,VITAMINA C,100 mg/5 ml JARABE,E.F.G.30.347
ACIDO ASCORBICO,VITAMINA C,500 mg CAPSULAS VITREXON,E.F.G.29.463
ACIDO ASCORBICO,VITAMINA C INYECTABLE,,E.F.G.27.999
ACIDO ASCORBICO,ACIDO ASCORBICO,500 mg TABLETAS,E.F.G.21.768
ACIDO ASCORBICO,VITAMINA C,500 mg CÀPSULAS BLANDAS,E.F.41.420
ACIDO ASCORBICO,CEBION,100 mg/ml SOLUCION GOTAS SABOR A FRESA,E.F.41.129
ACIDO ASCORBICO,VITISAN,100 mg/ml JARABE USO PEDIATRICO,E.F.40.736
ACIDO ASCORBICO,VITREXON,100 mg/ml SOLUCION ORAL GOTAS,E.F.39.388
ACIDO ASCORBICO,CEBION,1 g TABLETAS EFERVESCENTES SIN AZUCAR SABOR A NARANJA,E.F.38.687
ACIDO ASCORBICO,LETISAN,500 mg TABLETAS MASTICABLES SABOR UVA,E.F.38.543
ACIDO ASCORBICO,ASCORBIT,500 mg TABLETAS MASTICABLES SABOR PARCHITA,E.F.38.230
ACIDO ASCORBICO,VITREXON,50 mg / 5 ml JARABE,E.F.38.105
ACIDO ASCORBICO,VITREXON,50 mg / 5 ml JARABE,E.F.38.071
ACIDO ASCORBICO,VITREXON,50 mg / 5 mL JARABE SABOR A PIÑA,E.F.37.953
ACIDO ASCORBICO,CEBION,2 g TABLETAS EFERVESCENTES SABOR A NARANJA,E.F.37.858
ACIDO ASCORBICO,ASCORBIT,50 mg/5 ml SOLUCION ORAL,E.F.36.035
ACIDO ASCORBICO,CEBION MINIS,100 mg TABLETAS MASTICABLES,E.F.35.076
ACIDO ASCORBICO,VITADYNKIDS,50 mg TABLETAS MASTICABLES,E.F.34.114
ACIDO ASCORBICO,LETISAN LIBRE DE AZUCAR,500 mg TABLETAS MASTICABLES SABOR MANDARINA,E.F.34.067
ACIDO ASCORBICO,LETISAN,500 mg CAPSULA,E.F.33.853
ACIDO ASCORBICO,LETISAN,500 mg COMPRIMIDO DE ACCIÓN PROLONGADA,E.F.33.641
ACIDO ASCORBICO,CEBION,500 mg CAPSULAS BLANDAS,E.F.33.605
ACIDO ASCORBICO,CEBION,1 g TABLETAS EFERVESCENTES SABOR FRUTAS TROPICALES,E.F.33.431
ACIDO ASCORBICO,CEVIT,500 mg CAPSULAS BLANDAS,E.F.33.050
ACIDO ASCORBICO,CEBION,100 mg/ml SOLUCION GOTAS,E.F.32.600
ACIDO ASCORBICO,VITADYNKIDS,200 mg/5 ml JARABE SABOR A NARANJA,E.F.31.710
ACIDO ASCORBICO,VITADYNKIDS,100 mg / 0.5 mL SOLUCIÓN ORAL GOTAS SABOR A FRUTAS TROPICA,E.F.31.465
ACIDO ASCORBICO,VITADYN C,1 g COMPRIMIDOS EFERVESCENTES SABOR A GRAPEFRUIT,E.F.31.438
ACIDO ASCORBICO,VITADYN,1 g COMPRIMIDOS EFERVESCENTES SABOR A MANDARINA,E.F.31.437
ACIDO ASCORBICO,CEBION,500 mg TABLETAS MASTICABLES SABOR FRESA,E.F.31.251
ACIDO ASCORBICO,VITADYN C,500 mg TABLETAS MASTICABLES (SABOR A FRUTAS TROPICALES),E.F.31.004
ACIDO ASCORBICO,VITADYN C,500 mg TABLETAS MASTICABLES SABOR A MANDARINA,E.F.31.003
ACIDO ASCORBICO,CEVAX,500 mg CAPSULAS BLANDAS,E.F.30.780
ACIDO ASCORBICO,VITADYN C,1 g COMPRIMIDOS EFERVECENTES,E.F.30.600
ACIDO ASCORBICO,CEBION,500 mg TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES,E.F.23.271
ACIDO ASCORBICO,CEBION,1 g TABLETAS EFERVESCENTES,E.F.23.270
ACIDO ASCORBICO,LETISAN,500 mg TABLETAS MASTICABLES,E.F.14.757
ACIDO ASCORBICO,LETISAN,100 mg /mL SOLUCION ORAL,E.F.12.676
ACIDO ASCORBICO-VITAMINA A-VITAMINA D3,FARMAD COMPOSITUM,,E.F.41.601
ACIDO ASCORBICO-ACIDO FOLICO-CIANOCOBALAMINA-HIERRO,FEFOL,CAPSULAS,E.F.33.188
ACIDO ASCORBICO-ACIDO FOLICO-CIANOCOBALAMINA-HIERRO,HEPAFOL B12,COMPRIMIDOS,E.F.28.801
ACIDO ASCORBICO-CIANOCOBALAMINA-HIERRO,FERROCE CON B12,JARABE,E.F.13.615
ACIDO ASCORBICO-FUMARATO FERROSO,FERROCE,TABLETAS ENTERICAS,E.F.14.878
ACIDO ASCORBICO-ZINC,CEVAX ZINC,500 mg - 7.5 mg CÁPSULAS BLANDAS,E.F.40.656
ACIDO ASCORBICO-ZINC,ZINCEE,500 mg - 5 mg TABLETAS MASTICABLES,E.F.40.201
ACIDO ASCORBICO-ZINC,CEBION ZINC,1000 mg - 10 mg TABLETAS EFERVESCENTES,E.F.38.526
ACIDO ASCORBICO-ZINC,TERACEZINC,500 mg - 7.5 mg CAPSULAS BLANDAS,E.F.37.816
ACIDO ASCORBICO-ZINC,TERACEZINC,1 g - 7.5 mg / 10 g GRANULADO PARA SOLUCIÓN ORAL,E.F.35.499
ACIDO ASCORBICO-ZINC,TERACEZINC,500 mg - 7.5 mg CAPSULAS,E.F.33.736
ACIDO AZELAICO,FINACEA,15 % GEL TÓPICO,E.F.40.081
ACIDO AZELAICO,FINACEA,20 % CREMA,E.F.39.156
ACIDO BENZOICO-ACIDO SALICILICO-AZUFRE-MENTOL,NIOSILIN POMADA,,E.F.32.820
ACIDO BORICO,DUVAGINBE,0.75 g/100 mL DUCHA VAGINAL,E.F.38.202
ACIDO BORICO,SAX,SOLUCION,E.F.21.870
ACIDO BORICO-ACIDO SALICILICO-OXIDO DE ZINC,POLVOS ORTOBORICOS,,E.F.25.299
ACIDO BORICO-CALAMINA-OXIDO DE ZINC-AC SALICILICO-MENTOL,BOROSMENTOL,POLVO PARA USO TOPICO,E.F.33.617
ACIDO CITRICO-BICARBONATO SODICO,ENO,SABOR A PIÑA POLVO EFERVESCENTE,E.F.40.450
ACIDO CITRICO-BICARBONATO SODICO,ENO,POLVO EFERVESCENTE SABOR A HIERBABUENA,E.F.40.022
ACIDO CITRICO-BICARBONATO SODICO,ENO,SABOR A MANZANILLA POLVO EFERVESCENTE,E.F.39.089
ACIDO CITRICO-BICARBONATO SODICO,ENO,POLVO EFERVESCENTE SABOR A LIMON,E.F.33.027
ACIDO CITRICO-BICARBONATO SODICO,ENO,SABOR A FRUTAS POLVO EFERVESCENTE,E.F.26.796
ACIDO CITRICO-BICARBONATO SODICO,ENO REGULAR,POLVO EFERVESCENTE,E.F.22.536
ACIDO CITRICO-BICARBONATO SODICO-ACIDO ACETIL SALICILICO,ALKA SELTZER,TABLETAS EFERVESCENTES SABOR A LIMÓN,E.F.39.009
ACIDO FOLENICO,LEUCOVORINA CALCICA,10 mg/ml SOLUCION INYECTABLE,E.F.28.644
ACIDO FOLICO,ACIDO FOLICO,5 mg TABLETAS,E.F.G.40.630
ACIDO FOLICO,ACIDO FOLICO,1 mg TABLETAS,E.F.G.40.629
ACIDO FOLICO,ACIDO FOLICO,10 mg /ml SOLUCION GOTAS,E.F.G.40.599
